"gene","protocol_rho","effect_d"
"AGXT2",0.728260869565217,1.02146856684196
"AHCTF1",-0.0345849802371542,0.0335672676293055
"AHCY",-0.731225296442688,-1.66995857256717
"AHCYL1",-0.484189723320158,-0.949530320014475
"AHCYL2",0.0133432176052711,0.767572403851136
"AHDC1",0.659090909090909,2.00851628573607
"AHI1",-0.608351884151432,-1.33703492023075
"AHI1-DT",0.208498023715415,0.252932278411209
"AHNAK",0.0286561264822134,-0.0490534400838396
"AHNAK2",-0.732213438735178,-1.52030745565075
"AHR",0.199604743083004,0.527048548227556
"AHSA1",-0.713438735177866,-1.71872971068219
"AHSA2P",0.404150197628458,0.884848473312936
"AHSG",0.430830039525692,0.718599815887576
"AHSP",0.400296528158132,1.03449325949845
"AICDA",0.0573689697056335,-0.25291168853046
"AIDA",-0.272727272727273,-0.155089334784489
"AIF1",-0.288074749410515,-0.597539119760758
"AIF1L",-0.162055335968379,0.0620959591885922
"AIFM1",-0.679021518134905,-1.79061834861746
"AIFM2",0.00592885375494071,-0.201576012592558
"AIFM3",-0.222332015810277,-0.254828658159635
"AIG1",-0.464426877470356,-1.15048151486518
"AIM2",0.743083003952569,1.64038659059111
"AIMP1",-0.491106719367589,-0.771581725554369
"AIMP2",-0.74703557312253,-1.4593794062488
"AIP",-0.735177865612648,-1.30176311705402
"AIPL1",0.11275969907659,0.253875652789862
"AIRE",0.406126482213439,0.270609371421729
"AIRIM",-0.121541501976285,0.225431751465794
"AJAP1",0.754940711462451,2.83663018859945
"AJM1",0.426877470355731,0.285559054883626
"AJUBA",0.6559565803879,0.745641316345921
"AK1",-0.624505928853755,-1.67406809347489
"AK2",-0.373517786561265,-0.57116610452335
"AK3",-0.564229249011858,-0.879522842426351
"AK4",-0.131422924901186,-0.0967189566360971
"AK5",-0.555335968379447,-0.569154149806112
"AK6",-0.703557312252964,-1.03652679715637
"AK7",0.529775158253725,0.880283242492806
"AK8",0.297430830039526,0.0797082879316611
"AK9",-0.360671936758893,-1.18027142080046
"AKAIN1",-0.1699604743083,0.0580183728783522
"AKAP1",-0.719051170950718,-1.43636392862773
"AKAP10",0.547430830039526,1.32266924774752
"AKAP11",-0.679841897233202,-0.935967029140023
"AKAP12",-0.234189723320158,-0.0968908554446662
"AKAP13",0.806324110671937,2.36747164443974
"AKAP14",-0.390316205533597,-0.894793356598226
"AKAP17A",-0.372529644268775,-0.76800724133003
"AKAP3",0.215415019762846,-0.0226408646448411
"AKAP4",0.349802371541502,0.0282976878620448
"AKAP5",-0.0726464069620313,0.315185034368802
"AKAP6",-0.650197628458498,-1.29143725587508
"AKAP7",-0.282184342689251,-0.341522590512214
"AKAP8",-0.414133939008042,-0.47618253429592
"AKAP8L",0.74901185770751,2.2023685263832
"AKAP9",-0.83580654140104,-1.89089067618586
"AKIP1",0.458611331025613,0.908848286124763
"AKIRIN1",-0.467391304347826,-0.162439994411977
"AKIRIN2",-0.809288537549407,-2.97095872057574
"AKNA",0.329051383399209,1.12886314312242
"AKNAD1",0.285855728360829,0.536159077206078
"AKR1A1",-0.761857707509881,-1.88777388768329
"AKR1B1",-0.791501976284585,-1.8224332841208
"AKR1B10",0.105263161108249,-0.201204434330265
"AKR1C1",-0.41798418972332,-1.02011163411507
"AKR1C2",-0.460701984115691,-0.648896610882797
"AKR1C3",-0.471343873517787,-0.79882921034019
"AKR1C4",0.324765239875546,-0.237193785638188
"AKR1C6P",0.214501154560537,-0.34338739732353
"AKR1D1",0.0242695147386111,-0.428151913307161
"AKR1E2",0.366600790513834,0.794797930260034
"AKR7A2",0.0691699604743083,0.198310184643256
"AKR7A3",0.321719802260424,0.744963048708481
"AKT1",-0.138035465203309,-0.141538263184951
"AKT1S1",0.173956022113163,-0.23087934002475
"AKT2",0.605731225296443,0.896961472292554
"AKT3",-0.595849802371542,-1.31300539498565
