iteration,AUC,AP,best_C,n_selected,selected_genes
194,0.7619047619047619,0.5555555555555556,0.2,9,RASGRF2;EID2B;SYNC;INPP5F;TBC1D7;HMBOX1;PLA2G7;ITPR2;BPGM
195,1.0,1.0,0.2,14,LTF;SMIM43;PWWP3B;CRLF1;TNFRSF11B;LINC00622;VSTM2A-OT1;PPFIA4;SYNC;ADAMTS3;SORBS1;PMS2P2;ITPR2;PANK1
196,0.7619047619047619,0.7916666666666666,0.2,13,ABCA6;CALB2;CRLF1;ELAVL2;TNFRSF11B;SYNC;TAB2;SORBS1;LOC100240735;PLA2G7;GRHL1;PANK1;SPIN4
197,0.7142857142857142,0.6333333333333333,0.2,8,CRLF1;TNFRSF11B;MEST;TAB2;FGD6;PCDHB4;DIAPH3;ABCG4
198,0.6190476190476191,0.5,1.0,23,ZBBX;NPTXR;ANGPT1;PKIB;TMEM158;FAM153B;COLEC12;TMEM45A;CA10;NRXN3;MS4A14;SYNC;KCTD4;N4BP2;SORBS1;FAM241A;COCH;PNISR;PMS2P2;MAB21L2;ISG15;KCNJ8;BTN3A3
199,0.9523809523809524,0.9166666666666665,1.0,29,LTF;SV2C;PTGER3;KLRC2;ABCA6;EFEMP1;SSTR1;DIRAS3;TNFRSF11B;MIR570HG;MAOB;PCOLCE2;HSFY1;TMEM100;N4BP2;MIR29B2CHG;SORBS1;SNHG17;RGMA;PLA2G7;PMS2P2;ITPR2;LOXL2;EPB41L4A;SLC25A25;CNTNAP3;PANK1;RBM48;DHCR7
200,0.7222222222222222,0.7916666666666666,1.0,27,LTF;SV2C;NEFH;SMIM43;KCNQ5;ABCA6;IFI44L;CRLF1;ELAVL2;ARRDC4;CNTNAP2;MAP3K2-DT;SERPINI2;APBA1;INPP5F;TMEM100;MET;N4BP2;MIR29B2CHG;SORBS1;LTBP1;PMS2P2;ITPR2;LOXL2;CD84;AMD1;PARP14
201,0.9047619047619048,0.8666666666666667,1.0,22,PTGER3;KISS1R;ABCA6;SSTR1;CALB2;TNFRSF11B;GSTT2;MAOB;KCNE4;N4BP2;MIR29B2CHG;PLA2G7;PMS2P2;ITPR2;KRTAP5-AS1;LOXL2;CSGALNACT1;ISG15;PANK1;BTN3A3;RBM48;DHCR7
202,0.7142857142857142,0.6805555555555556,0.5,14,ARHGAP36;ZBBX;EFEMP1;CRLF1;TNFRSF11B;VSTM2A-OT1;TAB2;BMP2;PMS2P2;DIAPH3;SOCS2;CC2D2A;ISG15;SLC25A25
203,0.7142857142857143,0.5317460317460317,0.2,10,ARHGAP36;CUTALP;TNFRSF11B;F13A1;PGAP1;SLC6A12;SORBS1;LOC100240735;GRHL1;PANK1
204,0.8095238095238095,0.5888888888888889,0.2,13,ANGPT1;PKIB;PWWP3B;CA10;EID2B;SYNC;TBC1D7;TAB2;HMBOX1;PLA2G7;ITPR2;CD84;ZNF117
205,0.4444444444444444,0.36944444444444446,0.1,4,NEFL;ACOT7;INPP5F;CISD1
206,0.6666666666666666,0.4666666666666667,0.1,3,SYNC;SERPINI2;INPP5F
207,0.6666666666666666,0.4666666666666667,1.0,20,HLA-DQA1;ANGPT1;SEMA3C;TNFRSF11B;OVOS2;MS4A14;TMEM100;N4BP2;KITLG;SORBS1;LOC100240735;HMBOX1;COCH;PLA2G7;PNISR;ANKRD12;SDHAF4;ISG15;RPS6KA5;PGM5-AS1
208,1.0,1.0,0.2,13,SMIM43;PWWP3B;CRLF1;TMEM45A;CA10;PPFIA4;N4BP2;SORBS1;CCDC170;PMS2P2;DIAPH3;ZNF117;FSD1
209,1.0,1.0,0.2,13,ABCA6;CRLF1;TNFRSF11B;LINC00622;MEST;SYNC;SORBS1;SCN7A;TP53INP1;PMS2P2;CHST2;ITPR2;PANK1
210,0.8333333333333334,0.7555555555555555,0.5,16,ABCA6;SSTR1;CRLF1;TNFRSF11B;SLC32A1;INSM1;TET3;PCOLCE2;TAB2;PLA2G7;PCDHB4;PMS2P2;ITPR2;LOXL2;PANK1;ZNF33B
211,1.0,1.0,0.2,11,SYNC;ADARB1;PCOLCE2;TAB2;SORBS1;CCDC170;EAF1;PMS2P2;SOX21-AS1;DPYSL4;MESP1
212,0.6666666666666666,0.6666666666666666,0.5,25,SLC17A6;PTGER3;ABCA6;GCH1;MIR570HG;MAOB;INSM1;TEX26;KLK11;HSFY1;LINC02712;MIR29B2CHG;SORBS1;LOC105369477;PLA2G7;PCDHB4;ANKRD12;PMS2P2;NABP1;DIAPH3;LOXL2;CSGALNACT1;CNTNAP3;KCNJ8;PANK1
213,0.5714285714285714,0.4027777777777778,0.2,12,NEFH;CCK;SMIM43;PWWP3B;CRLF1;SORBS1;COL12A1;LPAR4;CHST2;ITPR2;PARP14;PANK1
214,0.380952380952381,0.3055555555555555,0.5,18,CALB2;CRLF1;TNFRSF11B;MCHR1;FOLR1;INSM1;INPP5F;TAB2;HSD17B6;PLA2G7;ITPR2;CSGALNACT1;GRHL1;MEG8;ISG15;RPS6KA5;FGFR1;ZNF483
215,0.7777777777777779,0.5888888888888888,0.5,23,MS4A7;ABCA6;SSTR1;ANGPT1;CRLF1;TNFRSF11B;TMEM45A;CA10;RIPOR3;OTOS;MS4A14;SYNC;TMEM100;TRIM13;N4BP2;SORBS1;PLA2G7;ITPR2;NFIA;GRHL1;DNAJC6;PGM5-AS1;SPIN4
216,0.8095238095238095,0.8095238095238095,0.2,14,NEFH;KISS1R;SMIM43;ABCA6;TNFRSF11B;L1CAM;SYNC;SERPINI2;INPP5F;TBC1D7;SORBS1;LOC105369477;PMS2P2;ZNF117
217,0.9047619047619048,0.8666666666666667,0.2,11,SYT13;CALB2;CRLF1;ELAVL2;TNFRSF11B;MS4A14;INPP5F;TAB2;PMS2P2;A2M-AS1;DIAPH3
218,0.8095238095238095,0.7222222222222222,0.5,16,NEFH;CKS2;ABCA6;THY1;ANGPT1;PKIB;C1QTNF4;TDO2;FGD6;PLA2G7;ITPR2;GRHL1;PANK1;ABCG4;RBM48;MIDEAS-AS1
219,0.9047619047619048,0.8666666666666667,1.0,32,CALB1;ARHGAP36;CUTALP;SSTR1;CA12;TNFRSF11B;RSPH1;VAC14-AS1;GSTT2;MAOB;PCOLCE2;TMEM100;CLUL1;N4BP2;TAB2;OXTR;HYCC1;NRP2;SORBS1;CCDC170;ARX;RGMA;FGD6;TUBB4A;PCDHB4;PMS2P2;MAB21L2;SAMSN1;GRHL1;BTN3A3;LOC729218;PGM5-AS1
220,0.8333333333333333,0.8333333333333333,0.2,11,SSTR1;CRLF1;TNFRSF11B;MCHR1;LINC00622;CA10;SYNC;SORBS1;PLA2G7;ITPR2;PANK1
221,0.8571428571428571,0.8333333333333333,0.2,15,CRLF1;TNFRSF11B;EID2B;PCOLCE2;INPP5F;UBE2S;SORBS1;PCDHB4;PMS2P2;DIAPH3;EXOC8;PTPRE;PANK1;CDKN2AIPNL;MESP1
222,0.6666666666666666,0.7666666666666666,0.2,11,NEFH;CALB2;CRLF1;TNFRSF11B;MCHR1;SYNC;SORBS1;SCN7A;PLA2G7;GRHL1;PANK1
223,0.7619047619047619,0.6666666666666667,0.1,3,SYNC;INPP5F;TAB2
224,0.8095238095238095,0.5888888888888889,1.0,32,PENK;PTGER3;ABCA6;SSTR1;CRLF1;CA12;TNFRSF11B;STON2;INSM1;NOS3;TMEM100;CLUL1;ADAMTS3;KCTD4;N4BP2;SORBS1;FAM241A;CCDC170;RGMA;ITPR2;EIF3C;DIAPH3;NFIA;SDHAF4;CYP11B2;EMILIN2;BMS1P1;PANK1;BTN3A3;LOC729218;PGM5-AS1;DHCR7
225,0.7777777777777779,0.5888888888888888,0.2,8,PKIB;TNFRSF11B;MAOB;UBE2S;TAB2;SORBS1;BPGM;RDH14
226,0.5714285714285714,0.4027777777777778,0.1,5,INPP5F;CISD1;ATP6V1E1;RPP40;ATP5IF1
227,0.7619047619047619,0.6984126984126984,0.5,15,CUTALP;PKIB;CALB2;TNFRSF11B;TMEM45A;GSTT2;MAOB;WASIR2;TAB2;HMBOX1;PLA2G7;GRHL1;RBM48;ANKRD39;SPIN4
228,1.0,1.0,0.2,17,NEFH;PTGER3;ABCA6;CRLF1;TNFRSF11B;SERPINI2;INPP5F;TAB2;SORBS1;PPM1H;HES4;ITPR2;DIAPH3;PARP14;PANK1;CDKN2AIPNL;PPP1R37
229,0.9047619047619048,0.8666666666666667,0.5,16,SV2C;ARHGAP36;GRP;EFEMP1;CRLF1;TNFRSF11B;LDLR;CA10;TAB2;PLA2G7;PMS2P2;ITPR2;DIAPH3;SOCS2;ISG15;BTN3A3
230,0.5555555555555556,0.5916666666666666,0.2,12,VEGFA;IFI44L;SYNC;SORBS1;PLA2G7;TUBB4A;CHST2;ITPR2;CCNO;DPYSL4;PANK1;DHCR7
231,0.7619047619047619,0.7916666666666666,0.2,11,LTF;SMIM43;ABCA6;CRLF1;MYO5C;EID2B;SERPINI2;LPAR4;LTBP1;CD84;PANK1
232,0.7142857142857143,0.6428571428571428,1.0,25,GSTT1;ARHGAP36;ABCA6;CUTALP;PWWP3B;CRLF1;GSTT2;SYNC;PCOLCE2;TMEM100;N4BP2;CAV1;LOC100240735;COCH;TUBB4A;ITPR2;LOC497256;GRHL1;LGALS1;MEG8;EPB41L4A;ISG15;ITIH2;RPS6KA5;FGFR1
233,0.6666666666666666,0.625,0.2,11,SLC17A6;SSTR1;PKIB;CALB2;TNFRSF11B;SYNC;INPP5F;TAB2;IL17D;DIAPH3;PANK1
234,0.6666666666666666,0.4444444444444445,0.2,9,NEFH;CRLF1;INSM1;SORBS1;PMS2P2;A2M-AS1;PANK1;CDKN2AIPNL;ABCG4
235,0.888888888888889,0.8666666666666667,1.0,36,SLC17A6;SV2C;ARHGAP36;GRP;ABCA6;EFEMP1;SSTR1;CALB2;CRLF1;TNFRSF11B;ADH1B;MAOB;MAP3K2-DT;MEST;LOC105379426;PCOLCE2;KCTD4;N4BP2;MIR29B2CHG;SORBS1;SNHG17;LOC105369477;RGMA;PLA2G7;PMS2P2;CHST2;ITPR2;DIAPH3;LOXL2;GRHL1;DPYSL4;EPB41L4A;ISG15;FAM13A;SPIN4;DHCR7
236,0.9047619047619049,0.8055555555555556,0.2,10,ANGPT1;PKIB;TNFRSF11B;STON2;EID2B;SYNC;SORBS1;ITPR2;NFIA;PANK1
237,0.8095238095238095,0.7222222222222222,0.5,23,SV2C;NEFH;SMIM43;ABCA6;IFI44L;CRLF1;DIRAS3;MIR570HG;CRABP1;MAP3K2-DT;SERPINI2;CAMKK2;ADAMTS3;N4BP2;MIR29B2CHG;SORBS1;COL12A1;LOC105369477;LPAR4;PMS2P2;ITPR2;KRTAP5-AS1;EPB41L4A
238,0.7142857142857142,0.6805555555555556,1.0,33,PTGER3;ZBBX;CKS2;GRP;ABCA6;CALB2;CRLF1;TNFRSF11B;VSTM2A-OT1;AFF2;MPO;MAP3K2-DT;MEST;PCOLCE2;TAB2;SCN7A;RGMA;FGD6;PLA2G7;SYTL1;PCDHB4;LRRC4B;PMS2P2;NABP1;UST;DIAPH3;LOXL2;GRHL1;CAPN2;RPS6KA5;KCNJ8;PNISR-AS1;EMB
239,1.0,1.0,0.2,13,SV2C;NEFH;CRLF1;EID2B;MS4A14;INPP5F;TAB2;SORBS1;LOC100240735;PMS2P2;SDHAF4;TMEM63C;PANK1
240,0.5555555555555556,0.49999999999999994,0.5,20,ABCA6;CUTALP;SSTR1;CRLF1;ELAVL2;TMEM158;TNFRSF11B;UNC5D;CA10;PGAP1;SYNC;PCOLCE2;SORBS1;COCH;EAF1;PLA2G7;ITPR2;ZNF727;LOC101927967;SPIN4
241,0.9523809523809524,0.9166666666666665,0.5,18,SLC17A6;ANGPT1;VGLL3;PKIB;CRLF1;TNFRSF11B;EID2B;KCTD4;TAB2;LOC100240735;PLA2G7;LPAR4;PMS2P2;ITPR2;DIAPH3;GRHL1;PANK1;BTN3A3
242,0.9523809523809524,0.9166666666666665,0.5,22,SMIM43;VEGFA;ABCA6;EFEMP1;CRLF1;TNFRSF11B;MAN2A1;TMEM45A;MAOB;PCOLCE2;MET;MIR29B2CHG;SORBS1;RGMA;PLA2G7;PMS2P2;ITPR2;SOCS2;EPB41L4A;ISG15;FGFR1;RBM48
243,0.1904761904761905,0.25,0.5,20,NEFH;PWWP3B;IFI44L;CALB2;CRLF1;ELAVL2;TNFRSF11B;CNTNAP2;INSM1;MAP3K2-DT;LINC02984;TRIM13;TBC1D7;ADAMTS3;VAMP1;ICAM3;ZFR2;SAMSN1;YBEY;FGFR1
244,0.8095238095238095,0.5888888888888889,0.2,7,ABCA6;CRLF1;CA10;LOC105379426;N4BP2;NFIA;SPIN4
245,0.5,0.425,1.0,24,PTGER3;SSTR1;CALB2;TNFRSF11B;GSTT2;MAOB;INSM1;SLC10A4;TAB2;SORBS1;SCN7A;BGN;SLN;FGD6;PLA2G7;SYTL1;PCDHB4;PMS2P2;LOXL2;WDR4;BPGM;ISG15;MESP1;CHRNA7
246,0.7142857142857143,0.6428571428571428,0.1,3,SYNC;SERPINI2;INPP5F
247,0.8571428571428572,0.6388888888888888,0.5,24,TAC1;ARHGAP36;PTGER3;CRLF1;EPCAM;TNFRSF11B;DUSP1;ART3;RIPOR3;PCOLCE2;INPP5F;TMEFF1;N4BP2;HYCC1;SLC6A12;SORBS1;TFRC;PLA2G7;PMS2P2;ITPR2;NFIA;SDHAF4;RPS6KA5;LOC729218
248,0.7619047619047619,0.7916666666666666,0.5,21,ABCA6;CUTALP;CALB2;CRLF1;ELAVL2;TNFRSF11B;OR2L13;LINC00622;VSTM2A-OT1;GSTT2;TET3;SYNC;MET;MTCL1;N4BP2;PLA2G7;PMS2P2;LOXL2;PANK1;RBM48;SPIN4
249,0.7142857142857143,0.5317460317460317,0.1,3,TBC1D7;SORBS1;DPYSL3
250,0.7777777777777779,0.5888888888888888,0.2,11,LTF;ABCA6;THY1;CRLF1;CA12;MEST;PCDHB4;DIAPH3;CSGALNACT1;PANK1;BTN3A3
